"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler"
"S1A_EW_GRDM_1SDH_20181116T180533_20181116T180621_024616_02B429_6D8C","Sentinel-1A","SENTINEL-1 C-SAR","EW","Extended Wide. 400 km swath and 25 m x 100 m spatial resolution (3-looks)","24616","44","950","2018-11-16T18:06:21.000000","2018-11-16T18:05:33.000000","GRD_MD","2018-11-16T18:05:33.000000","2018-11-16T18:06:21.000000","-66.5161","28.5071","-68.731819","26.251167","-66.67202","34.438235999999996","-66.145645","22.702009","-64.269035","30.380454999999998","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20181116T180533_20181116T180621_024616_02B429_6D8C.zip","182.12517166137695","NA","NA","NA","0"
"S1A_EW_GRDM_1SDH_20181116T180533_20181116T180621_024616_02B429_6D8C","Sentinel-1A","SENTINEL-1 C-SAR","EW","Extended Wide. 400 km swath and 25 m x 100 m spatial resolution (3-looks)","24616","44","950","2018-11-16T18:06:21.000000","2018-11-16T18:05:33.000000","METADATA_GRD_MD","2018-11-16T18:05:33.000000","2018-11-16T18:06:21.000000","-66.5161","28.5071","-68.731819","26.251167","-66.67202","34.438235999999996","-66.145645","22.702009","-64.269035","30.380454999999998","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_MD/SA/S1A_EW_GRDM_1SDH_20181116T180533_20181116T180621_024616_02B429_6D8C.iso.xml","0.05633258819580078","NA","NA","NA","0"
"S1A_EW_GRDM_1SDH_20181116T180429_20181116T180533_024616_02B429_1306","Sentinel-1A","SENTINEL-1 C-SAR","EW","Extended Wide. 400 km swath and 25 m x 100 m spatial resolution (3-looks)","24616","44","937","2018-11-16T18:05:33.000000","2018-11-16T18:04:29.000000","GRD_MD","2018-11-16T18:04:29.000000","2018-11-16T18:05:33.000000","-69.3617","33.6388","-72.040764","32.589233","-69.669113","41.359684","-68.73214","26.251656","-66.671875","34.440231","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20181116T180429_20181116T180533_024616_02B429_1306.zip","280.09987449645996","NA","NA","NA","0"
"S1A_EW_GRDM_1SDH_20181116T180429_20181116T180533_024616_02B429_1306","Sentinel-1A","SENTINEL-1 C-SAR","EW","Extended Wide. 400 km swath and 25 m x 100 m spatial resolution (3-looks)","24616","44","937","2018-11-16T18:05:33.000000","2018-11-16T18:04:29.000000","METADATA_GRD_MD","2018-11-16T18:04:29.000000","2018-11-16T18:05:33.000000","-69.3617","33.6388","-72.040764","32.589233","-69.669113","41.359684","-68.73214","26.251656","-66.671875","34.440231","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_MD/SA/S1A_EW_GRDM_1SDH_20181116T180429_20181116T180533_024616_02B429_1306.iso.xml","0.05633354187011719","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174844_20181116T174910_024616_02B428_52CB","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","748","2018-11-16T17:49:10.000000","2018-11-16T17:48:44.000000","GRD_HD","2018-11-16T17:48:44.000000","2018-11-16T17:49:10.000000","-46.7123","167.7083","-46.333847","169.630829","-45.586765","166.532715","-47.824481999999996","168.93454","-47.058842","165.759964","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174844_20181116T174910_024616_02B428_52CB.zip","842.5790243148804","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174844_20181116T174910_024616_02B428_52CB","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","748","2018-11-16T17:49:10.000000","2018-11-16T17:48:44.000000","METADATA_GRD_HD","2018-11-16T17:48:44.000000","2018-11-16T17:49:10.000000","-46.7123","167.7083","-46.333847","169.630829","-45.586765","166.532715","-47.824481999999996","168.93454","-47.058842","165.759964","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174844_20181116T174910_024616_02B428_52CB.iso.xml","0.05634117126464844","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174844_20181116T174910_024616_02B428_AEEC","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","748","2018-11-16T17:49:10.000000","2018-11-16T17:48:44.000000","SLC","2018-11-16T17:48:44.000000","2018-11-16T17:49:10.000000","-46.6952","167.7252","-46.295722999999995","169.654373","-45.552036","166.568802","-47.825451","168.93521099999998","-47.061234","165.76599099999999","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T174844_20181116T174910_024616_02B428_AEEC.zip","3694.7675352096558","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174844_20181116T174910_024616_02B428_F3F8","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","748","2018-11-16T17:49:10.000000","2018-11-16T17:48:44.000000","OCN","2018-11-16T17:48:44.000000","2018-11-16T17:49:10.000000","-46.7123","167.7081","-46.333842999999995","169.630829","-45.586639","166.53222699999998","-47.824481999999996","168.93454","-47.058712","165.759476","NA","DESCENDING","https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDV_20181116T174844_20181116T174910_024616_02B428_F3F8.zip","6.04827880859375","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174844_20181116T174910_024616_02B428_AEEC","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","748","2018-11-16T17:49:10.000000","2018-11-16T17:48:44.000000","METADATA_SLC","2018-11-16T17:48:44.000000","2018-11-16T17:49:10.000000","-46.6952","167.7252","-46.295722999999995","169.654373","-45.552036","166.568802","-47.825451","168.93521099999998","-47.061234","165.76599099999999","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDV_20181116T174844_20181116T174910_024616_02B428_AEEC.iso.xml","0.06496143341064453","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174844_20181116T174910_024616_02B428_F3F8","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","748","2018-11-16T17:49:10.000000","2018-11-16T17:48:44.000000","METADATA_OCN","2018-11-16T17:48:44.000000","2018-11-16T17:49:10.000000","-46.7123","167.7081","-46.333842999999995","169.630829","-45.586639","166.53222699999998","-47.824481999999996","168.93454","-47.058712","165.759476","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDV_20181116T174844_20181116T174910_024616_02B428_F3F8.iso.xml","0.04209423065185547","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174818_20181116T174846_024616_02B428_44FC","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","743","2018-11-16T17:48:46.000000","2018-11-16T17:48:18.000000","SLC","2018-11-16T17:48:18.000000","2018-11-16T17:48:46.000000","-45.2408","168.4171","-44.777350999999996","170.308075","-44.054192","167.308731","-46.415558","169.576447","-45.671951","166.493561","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T174818_20181116T174846_024616_02B428_44FC.zip","4331.5114850997925","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174818_20181116T174846_024616_02B428_44FC","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","743","2018-11-16T17:48:46.000000","2018-11-16T17:48:18.000000","METADATA_SLC","2018-11-16T17:48:18.000000","2018-11-16T17:48:46.000000","-45.2408","168.4171","-44.777350999999996","170.308075","-44.054192","167.308731","-46.415558","169.576447","-45.671951","166.493561","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDV_20181116T174818_20181116T174846_024616_02B428_44FC.iso.xml","0.06496143341064453","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174819_20181116T174844_024616_02B428_0022","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","743","2018-11-16T17:48:44.000000","2018-11-16T17:48:19.000000","GRD_HD","2018-11-16T17:48:19.000000","2018-11-16T17:48:44.000000","-45.2394","168.414","-44.861686999999996","170.269089","-44.131935","167.244186","-46.333759","169.630859","-45.587269","166.535034","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174819_20181116T174844_024616_02B428_0022.zip","957.3495035171509","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174819_20181116T174844_024616_02B428_0022","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","743","2018-11-16T17:48:44.000000","2018-11-16T17:48:19.000000","METADATA_GRD_HD","2018-11-16T17:48:19.000000","2018-11-16T17:48:44.000000","-45.2394","168.414","-44.861686999999996","170.269089","-44.131935","167.244186","-46.333759","169.630859","-45.587269","166.535034","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174819_20181116T174844_024616_02B428_0022.iso.xml","0.05634117126464844","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174819_20181116T174844_024616_02B428_3736","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","743","2018-11-16T17:48:44.000000","2018-11-16T17:48:19.000000","OCN","2018-11-16T17:48:19.000000","2018-11-16T17:48:44.000000","-45.2394","168.4138","-44.861686999999996","170.269089","-44.131844","167.243835","-46.333759","169.630859","-45.587173","166.534668","NA","DESCENDING","https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDV_20181116T174819_20181116T174844_024616_02B428_3736.zip","5.924524307250977","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174819_20181116T174844_024616_02B428_3736","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","743","2018-11-16T17:48:44.000000","2018-11-16T17:48:19.000000","METADATA_OCN","2018-11-16T17:48:19.000000","2018-11-16T17:48:44.000000","-45.2394","168.4138","-44.861686999999996","170.269089","-44.131844","167.243835","-46.333759","169.630859","-45.587173","166.534668","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDV_20181116T174819_20181116T174844_024616_02B428_3736.iso.xml","0.04209423065185547","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174750_20181116T174820_024616_02B428_0C29","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","737","2018-11-16T17:48:20.000000","2018-11-16T17:47:50.000000","SLC","2018-11-16T17:47:50.000000","2018-11-16T17:48:20.000000","-43.6836","169.1333","-43.152156999999995","170.989655","-42.448174","168.069382","-44.90799","170.24581899999998","-44.183643","167.242157","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T174750_20181116T174820_024616_02B428_0C29.zip","4258.712992668152","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174750_20181116T174820_024616_02B428_0C29","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","737","2018-11-16T17:48:20.000000","2018-11-16T17:47:50.000000","METADATA_SLC","2018-11-16T17:47:50.000000","2018-11-16T17:48:20.000000","-43.6836","169.1333","-43.152156999999995","170.989655","-42.448174","168.069382","-44.90799","170.24581899999998","-44.183643","167.242157","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDV_20181116T174750_20181116T174820_024616_02B428_0C29.iso.xml","0.06496143341064453","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174750_20181116T174819_024616_02B428_45A3","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","737","2018-11-16T17:48:19.000000","2018-11-16T17:47:50.000000","GRD_HD","2018-11-16T17:47:50.000000","2018-11-16T17:48:19.000000","-43.6603","169.1448","-43.158009","171.013","-42.44762","168.064926","-44.861599","170.269135","-44.132453999999996","167.246582","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174750_20181116T174819_024616_02B428_45A3.zip","1004.0112209320068","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174750_20181116T174819_024616_02B428_45A3","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","737","2018-11-16T17:48:19.000000","2018-11-16T17:47:50.000000","METADATA_GRD_HD","2018-11-16T17:47:50.000000","2018-11-16T17:48:19.000000","-43.6603","169.1448","-43.158009","171.013","-42.44762","168.064926","-44.861599","170.269135","-44.132453999999996","167.246582","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174750_20181116T174819_024616_02B428_45A3.iso.xml","0.056342124938964844","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174750_20181116T174819_024616_02B428_0D07","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","737","2018-11-16T17:48:19.000000","2018-11-16T17:47:50.000000","OCN","2018-11-16T17:47:50.000000","2018-11-16T17:48:19.000000","-43.6603","169.1446","-43.158009","171.013","-42.447502","168.06446799999998","-44.861599","170.269135","-44.132332","167.246109","NA","DESCENDING","https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDV_20181116T174750_20181116T174819_024616_02B428_0D07.zip","6.6385087966918945","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174750_20181116T174819_024616_02B428_0D07","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","737","2018-11-16T17:48:19.000000","2018-11-16T17:47:50.000000","METADATA_OCN","2018-11-16T17:47:50.000000","2018-11-16T17:48:19.000000","-43.6603","169.1446","-43.158009","171.013","-42.447502","168.06446799999998","-44.861599","170.269135","-44.132332","167.246109","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDV_20181116T174750_20181116T174819_024616_02B428_0D07.iso.xml","0.04209423065185547","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174521_20181116T174551_024616_02B427_48EA","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","708","2018-11-16T17:45:51.000000","2018-11-16T17:45:21.000000","GRD_HD","2018-11-16T17:45:21.000000","2018-11-16T17:45:51.000000","-34.9141","172.6537","-34.336956","174.272507","-33.707661","171.649261","-36.111622","173.687897","-35.469391","171.01252699999998","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174521_20181116T174551_024616_02B427_48EA.zip","848.7386837005615","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174521_20181116T174551_024616_02B427_66DB","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","708","2018-11-16T17:45:51.000000","2018-11-16T17:45:21.000000","SLC","2018-11-16T17:45:21.000000","2018-11-16T17:45:51.000000","-34.9149","172.655","-34.336315","174.272064","-33.708721","171.655624","-36.112244","173.68701199999998","-35.470318","171.012924","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T174521_20181116T174551_024616_02B427_66DB.zip","3763.2785234451294","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174521_20181116T174551_024616_02B427_48EA","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","708","2018-11-16T17:45:51.000000","2018-11-16T17:45:21.000000","METADATA_GRD_HD","2018-11-16T17:45:21.000000","2018-11-16T17:45:51.000000","-34.9141","172.6537","-34.336956","174.272507","-33.707661","171.649261","-36.111622","173.687897","-35.469391","171.01252699999998","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174521_20181116T174551_024616_02B427_48EA.iso.xml","0.05633354187011719","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174521_20181116T174551_024616_02B427_66DB","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","708","2018-11-16T17:45:51.000000","2018-11-16T17:45:21.000000","METADATA_SLC","2018-11-16T17:45:21.000000","2018-11-16T17:45:51.000000","-34.9149","172.655","-34.336315","174.272064","-33.708721","171.655624","-36.112244","173.68701199999998","-35.470318","171.012924","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDV_20181116T174521_20181116T174551_024616_02B427_66DB.iso.xml","0.0649557113647461","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174521_20181116T174551_024616_02B427_3A76","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","708","2018-11-16T17:45:51.000000","2018-11-16T17:45:21.000000","OCN","2018-11-16T17:45:21.000000","2018-11-16T17:45:51.000000","-34.914","172.6535","-34.336956","174.272507","-33.707558","171.64884899999998","-36.111622","173.687897","-35.469284","171.0121","NA","DESCENDING","https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDV_20181116T174521_20181116T174551_024616_02B427_3A76.zip","6.507479667663574","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174521_20181116T174551_024616_02B427_3A76","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","708","2018-11-16T17:45:51.000000","2018-11-16T17:45:21.000000","METADATA_OCN","2018-11-16T17:45:21.000000","2018-11-16T17:45:51.000000","-34.914","172.6535","-34.336956","174.272507","-33.707558","171.64884899999998","-36.111622","173.687897","-35.469284","171.0121","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDV_20181116T174521_20181116T174551_024616_02B427_3A76.iso.xml","0.042090415954589844","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174047_20181116T174110_024616_02B426_25A7","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","653","2018-11-16T17:41:10.000000","2018-11-16T17:40:47.000000","GRD_HD","2018-11-16T17:40:47.000000","2018-11-16T17:41:10.000000","-18.3278","177.5775","-17.907588999999998","178.905991","-17.367200999999998","176.591431","-19.284001999999997","178.573776","-18.737766","176.242416","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174047_20181116T174110_024616_02B426_25A7.zip","704.560718536377","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174047_20181116T174110_024616_02B426_25A7","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","653","2018-11-16T17:41:10.000000","2018-11-16T17:40:47.000000","METADATA_GRD_HD","2018-11-16T17:40:47.000000","2018-11-16T17:41:10.000000","-18.3278","177.5775","-17.907588999999998","178.905991","-17.367200999999998","176.591431","-19.284001999999997","178.573776","-18.737766","176.242416","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174047_20181116T174110_024616_02B426_25A7.iso.xml","0.05633354187011719","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174045_20181116T174110_024616_02B426_0560","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","652","2018-11-16T17:41:10.000000","2018-11-16T17:40:45.000000","SLC","2018-11-16T17:40:45.000000","2018-11-16T17:41:10.000000","-18.2858","177.5915","-17.821543","178.93064900000002","-17.282674999999998","176.62171899999998","-19.284761","178.573334","-18.738888","176.243484","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181116T174045_20181116T174110_024616_02B426_0560.zip","3228.429223060608","NA","NA","NA","0"
"S1A_IW_SLC__1SDV_20181116T174045_20181116T174110_024616_02B426_0560","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","652","2018-11-16T17:41:10.000000","2018-11-16T17:40:45.000000","METADATA_SLC","2018-11-16T17:40:45.000000","2018-11-16T17:41:10.000000","-18.2858","177.5915","-17.821543","178.93064900000002","-17.282674999999998","176.62171899999998","-19.284761","178.573334","-18.738888","176.243484","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_SLC/SA/S1A_IW_SLC__1SDV_20181116T174045_20181116T174110_024616_02B426_0560.iso.xml","0.0649557113647461","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174047_20181116T174110_024616_02B426_6F5F","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","653","2018-11-16T17:41:10.000000","2018-11-16T17:40:47.000000","OCN","2018-11-16T17:40:47.000000","2018-11-16T17:41:10.000000","-18.3278","177.5771","-17.907588999999998","178.905991","-17.367024999999998","176.590698","-19.284000000000002","178.573776","-18.737589","176.241684","NA","DESCENDING","https://datapool.asf.alaska.edu/OCN/SA/S1A_IW_OCN__2SDV_20181116T174047_20181116T174110_024616_02B426_6F5F.zip","5.531180381774902","NA","NA","NA","0"
"S1A_IW_OCN__2SDV_20181116T174047_20181116T174110_024616_02B426_6F5F","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","653","2018-11-16T17:41:10.000000","2018-11-16T17:40:47.000000","METADATA_OCN","2018-11-16T17:40:47.000000","2018-11-16T17:41:10.000000","-18.3278","177.5771","-17.907588999999998","178.905991","-17.367024999999998","176.590698","-19.284000000000002","178.573776","-18.737589","176.241684","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_OCN/SA/S1A_IW_OCN__2SDV_20181116T174047_20181116T174110_024616_02B426_6F5F.iso.xml","0.042090415954589844","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174018_20181116T174047_024616_02B426_DA04","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","647","2018-11-16T17:40:47.000000","2018-11-16T17:40:18.000000","GRD_HD","2018-11-16T17:40:18.000000","2018-11-16T17:40:47.000000","-16.769","177.9641","-16.16033","179.327957","-15.62718","177.032516","-17.907501","178.906021","-17.367113","176.59146099999998","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174018_20181116T174047_024616_02B426_DA04.zip","897.108491897583","NA","NA","NA","0"
"S1A_IW_GRDH_1SDV_20181116T174018_20181116T174047_024616_02B426_DA04","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","24616","44","647","2018-11-16T17:40:47.000000","2018-11-16T17:40:18.000000","METADATA_GRD_HD","2018-11-16T17:40:18.000000","2018-11-16T17:40:47.000000","-16.769","177.9641","-16.16033","179.327957","-15.62718","177.032516","-17.907501","178.906021","-17.367113","176.59146099999998","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20181116T174018_20181116T174047_024616_02B426_DA04.iso.xml","0.05633354187011719","NA","NA","NA","0"
"S1A_WV_OCN__2SSV_20181116T172128_20181116T173949_024616_02B425_4B25","Sentinel-1A","SENTINEL-1 C-SAR","WV","Wave Mode. Low data rate and 5 m x 20 m spatial resolution. Sampled images of 20 km x 20 km at 100 km intervals along the orbit. The Wave mode at VV polarization is the default mode for acquiring data over open ocean.","24616","44","421","2018-11-16T17:39:49.000000","2018-11-16T17:21:27.000000","OCN","2018-11-16T17:21:27.000000","2018-11-16T17:39:49.000000","18.8213","-173.5836","51.810897999999995","-163.616486","-13.742999","-179.152786","51.298964999999995","-166.81944299999998","-14.200370999999999","178.775162","NA","DESCENDING","https://datapool.asf.alaska.edu/OCN/SA/S1A_WV_OCN__2SSV_20181116T172128_20181116T173949_024616_02B425_4B25.zip","57.56403350830078","NA","NA","NA","0"
